ds,yhat,yhat_lower,yhat_upper
2025-07-21 00:50:00,-0.3858869577111399,-36.20386262206181,36.05834116749291
2025-07-21 01:50:00,0.6367923247638778,-35.78546744299208,36.16742382706735
2025-07-21 02:50:00,0.3400561903867718,-33.50376936721771,33.46323285774309
2025-07-21 03:50:00,-0.8812617629845647,-35.50061337682603,32.94079436219241
2025-07-21 04:50:00,-1.648874218822744,-37.67298166410061,33.06540709794402
2025-07-21 05:50:00,-0.9642860434659113,-35.42195184270643,30.99895050283519
2025-07-21 06:50:00,0.8207223748243848,-31.71779743978024,39.1204847903132
2025-07-21 07:50:00,2.391102648748735,-32.60888151661655,36.352882335721354
2025-07-21 08:50:00,2.812951613552057,-35.20564900227061,35.31254569658267
2025-07-21 09:50:00,2.4759409468032274,-34.31080312258018,35.651830962620664
2025-07-21 10:50:00,2.681829224924284,-32.61816165824871,39.22709173449813
2025-07-21 11:50:00,4.29188838319779,-31.443886281135278,41.3334897540424
2025-07-21 12:50:00,6.798336756606439,-26.253106270225942,39.80269486484926
2025-07-21 13:50:00,8.766904268493175,-26.453752515455573,42.93223955651312
2025-07-21 14:50:00,9.224498173695258,-25.959949495291525,42.530966189801546
2025-07-21 15:50:00,8.611926832804585,-25.770229752183432,40.41580007864991
2025-07-21 16:50:00,8.345402821010717,-28.19092020509593,41.49987644815626
2025-07-21 17:50:00,9.413840477589806,-25.351172962069274,44.423270567348865
2025-07-21 18:50:00,11.401952971062464,-23.166326283376186,46.38627784894763
2025-07-21 19:50:00,12.908527769745593,-23.5799058124441,48.22035204505538
2025-07-21 20:50:00,12.941981566053979,-21.923483325942314,47.718343147010195
2025-07-21 21:50:00,11.903926192063537,-21.63937513309079,46.95028399075116
2025-07-21 22:50:00,11.18436230145974,-24.983935045679463,47.48233063090398
2025-07-21 23:50:00,11.776657015214433,-22.938576988635766,46.94546465598651
2025-07-22 00:50:00,13.295283610917682,-22.467671570233154,46.50868112498832
2025-07-22 01:50:00,14.373492623213501,-20.770597341018636,48.39189381989875
2025-07-22 02:50:00,14.03957806255168,-21.113849452809472,49.17561879508169
2025-07-22 03:50:00,12.696682828354032,-23.996661243521572,47.59448541637705
2025-07-22 04:50:00,11.73233327956872,-24.492249469405827,47.767119389650304
2025-07-22 05:50:00,12.155048573770536,-24.712291657477568,47.01412716706193
2025-07-22 06:50:00,13.623703221685474,-21.071877929863096,48.55058516048413
2025-07-22 07:50:00,14.834373232542893,-20.577312778971265,51.11137368051544
2025-07-22 08:50:00,14.864582849392319,-20.25669577973343,49.78704060156443
2025-07-22 09:50:00,14.11556479832938,-23.853432832920205,47.683160506569
2025-07-22 10:50:00,13.900602343386877,-21.50138245782365,48.368732902472644
2025-07-22 11:50:00,15.092287378346306,-18.14847933382479,49.491560293707295
2025-07-22 12:50:00,17.19378895320607,-17.68105023679554,53.31234619490181
2025-07-22 13:50:00,18.781259989854764,-17.634581594514273,50.742761049842635
2025-07-22 14:50:00,18.891352680771963,-14.84889165452769,53.850520223610836
2025-07-22 15:50:00,17.97380203379444,-18.969476991631268,50.67288632854882
2025-07-22 16:50:00,17.452800713809633,-16.571394452863842,50.854172838536414
2025-07-22 17:50:00,18.324181976249285,-16.99333854444706,52.70713377560136
2025-07-22 18:50:00,20.17841727743851,-14.895067399062693,55.823966472420516
2025-07-22 19:50:00,21.618808759126882,-9.674151327438144,56.44416683070167
2025-07-22 20:50:00,21.656978747297096,-13.055449128373498,56.73119174254859
2025-07-22 21:50:00,20.696388664735785,-13.3426496895212,56.64867828328398
2025-07-22 22:50:00,20.12750475113208,-13.940242094838695,56.288660582480844
2025-07-22 23:50:00,20.9427671575709,-13.116959934061747,54.67092365298333
2025-07-23 00:50:00,22.754340610958078,-12.101504815269632,57.13211911191677
2025-07-23 01:50:00,24.191815874569407,-9.12303224399261,60.58378694012471
2025-07-23 02:50:00,24.278525317081343,-9.475696143586779,58.947198458375645
2025-07-23 03:50:00,23.411416022651938,-8.980596856458122,59.208875039914695
2025-07-23 04:50:00,22.97066951868128,-11.504318894035338,58.27777393679864
2025-07-23 05:50:00,23.956412619735765,-11.070077515548235,57.19204836440068
2025-07-23 06:50:00,26.01819650403804,-6.261807857852404,60.876173350888514
2025-07-23 07:50:00,27.841972868973457,-9.210519996927976,61.27438225929847
2025-07-23 08:50:00,28.49448246365522,-7.66826904697167,63.19718275077765
2025-07-23 09:50:00,28.365667039522577,-8.08964027542013,61.92039269184544
2025-07-23 10:50:00,28.7571710510395,-7.646241896046335,63.43002060125091
2025-07-23 11:50:00,30.529765196784123,-3.7000434152763853,65.37656136890814
2025-07-23 12:50:00,33.174784034972255,-1.6114507078651452,65.58497893410028
2025-07-23 13:50:00,35.25670318531215,-1.6371093711108544,68.72265245905695
2025-07-23 14:50:00,35.80082435291808,2.6590022268122513,69.88315909192971
2025-07-23 15:50:00,35.246025382019994,1.6363905113447719,69.20576250033741
2025-07-23 16:50:00,35.00629627011317,0.11881914547530066,69.34959543671481
2025-07-23 17:50:00,36.06807578168206,-1.3566508278219518,73.17954217868008
2025-07-23 18:50:00,38.01339317928331,4.4800236688245905,72.08670425510121
2025-07-23 19:50:00,39.438193321480775,5.762386337480316,73.25298110985601
2025-07-23 20:50:00,39.34794546397368,6.090541180581509,74.72246650444019
2025-07-23 21:50:00,38.141266521679434,1.734217719191854,73.32791440426269
2025-07-23 22:50:00,37.20517473682649,2.115488860627807,73.40708470148819
2025-07-23 23:50:00,37.530129074652976,4.3267333765712355,74.00270030511673
2025-07-24 00:50:00,38.727831520095584,4.699200529691617,71.18925808402317
2025-07-24 01:50:00,39.42896071892335,6.384594451132998,75.64974835839573
2025-07-24 02:50:00,38.659499737373444,1.2330892229180852,75.35334315289887
2025-07-24 03:50:00,36.820601090277634,2.203642548824592,73.2552962724568
2025-07-24 04:50:00,35.298178092723184,-0.6798722679898638,71.73487844214979
2025-07-24 05:50:00,35.0995672686735,-0.93458637553058,68.59468391617571
2025-07-24 06:50:00,35.88293942791239,3.364559293129365,69.76292170814864
2025-07-24 07:50:00,36.34418900692761,2.4247422261481573,69.38418930542258
2025-07-24 08:50:00,35.561217952985515,0.01698964671155415,71.61850702930461
2025-07-24 09:50:00,33.93622643665236,0.17935989215395745,69.63634721995537
2025-07-24 10:50:00,32.7840781254362,-2.176079991129826,67.45749692985778
2025-07-24 11:50:00,32.97957377966897,-0.5051156772339795,68.93953884691774
2025-07-24 12:50:00,34.028727203840255,-1.0772501977097713,67.52720971445069
2025-07-24 13:50:00,34.51117104162972,-0.8033106161204049,68.53390199837573
2025-07-24 14:50:00,33.467662752241324,-1.9877559383839047,69.14737872378694
2025-07-24 15:50:00,31.352650184516197,-5.579473531422415,65.48165317163001
2025-07-24 16:50:00,29.595619970461232,-4.71024150785841,62.26926653667156
2025-07-24 17:50:00,29.198245709168578,-4.741271317776245,64.46285679731868
2025-07-24 18:50:00,29.757342818119895,-6.400602100844831,63.28510026067129
2025-07-24 19:50:00,29.883010650240685,-3.883237145524807,65.45698532609528
2025-07-24 20:50:00,28.594064517211688,-6.096584273428068,64.86426238716763
2025-07-24 21:50:00,26.301490620261653,-12.053135851508411,61.730465655121975
2025-07-24 22:50:00,24.4035419768633,-10.501055729599834,57.29784975386778
2025-07-24 23:50:00,23.90063268311376,-8.987938665421881,60.405756249330565
2025-07-25 00:50:00,24.413009558200034,-11.447109551174968,59.89720118820432
2025-07-25 01:50:00,24.578371312079923,-11.266752477445252,60.606871416444456
2025-07-25 02:50:00,23.42809951222174,-12.370715683874286,58.97101891285021
2025-07-25 03:50:00,21.367045790249236,-10.756278015093393,55.93004872484522
2025-07-25 04:50:00,19.783065401550104,-13.316131079362814,53.34775664928235
2025-07-25 05:50:00,19.683642685051588,-15.192588172581313,55.81255708823614
2025-07-25 06:50:00,20.725286594170583,-12.503666135618044,58.05707500733468
2025-07-25 07:50:00,21.6004261878628,-14.011581051694337,58.704267236473456
2025-07-25 08:50:00,21.38172239645368,-12.329099077043356,58.54642661066911
2025-07-25 09:50:00,20.46440810086101,-11.884141863106835,57.453190827301
2025-07-25 10:50:00,20.15472375728999,-15.175433160083971,56.832369214010164
2025-07-25 11:50:00,21.317281562547304,-13.654289529374875,56.93463095185887
2025-07-25 12:50:00,23.44645117740038,-10.658846980090013,59.13607375494451
2025-07-25 13:50:00,25.10889323959804,-8.970235765889335,58.37787491228988
2025-07-25 14:50:00,25.331209526719604,-10.830525266118203,59.35539006345646
2025-07-25 15:50:00,24.55266749848858,-10.113451761901228,57.58244412382301
2025-07-25 16:50:00,24.186720568354506,-13.05635920377737,58.58786794814194
2025-07-25 17:50:00,25.218339043196995,-7.98685901738723,61.7029468074729
2025-07-25 18:50:00,27.227156434059214,-7.998241111965969,62.58448178540073
2025-07-25 19:50:00,28.80580945196606,-6.593444790880235,63.435701259842276
2025-07-25 20:50:00,28.955571963791968,-5.515581802801089,62.1656794178776
2025-07-25 21:50:00,28.070013486433453,-3.249411555258179,62.82326744665415
2025-07-25 22:50:00,27.530297860088538,-10.948127049947836,63.985712552886305
2025-07-25 23:50:00,28.320277001092787,-4.517556238301673,61.511001427643826
2025-07-26 00:50:00,30.044356375080717,-5.34418757657449,61.42241732486649
2025-07-26 01:50:00,31.325299988335026,-1.699846658596309,67.60825505120107
2025-07-26 02:50:00,31.180636930294906,-4.72729440732972,66.55213134067124
2025-07-26 03:50:00,30.002611781302427,-3.1803761839549822,64.62256133802958
2025-07-26 04:50:00,29.16786702099682,-6.8229579140234415,65.5468454617756
2025-07-26 05:50:00,29.67420118299412,-4.393872897857253,62.08696746547987
2025-07-26 06:50:00,31.170079313378647,-3.613830719055289,65.20008908460905
2025-07-26 07:50:00,32.34162423176721,-0.8983109655395856,67.20448034029195
2025-07-26 08:50:00,32.25700374010327,-1.7393205548868325,68.75300673630593
2025-07-26 09:50:00,31.30882490546465,-2.285144890032981,67.9813635437982
2025-07-26 10:50:00,30.802601987798205,-5.712807078484374,63.94271478817252
2025-07-26 11:50:00,31.60413061363948,-3.0593138413621004,67.80200524502976
2025-07-26 12:50:00,33.21086109033478,-2.8834868819307204,66.46298717827428
2025-07-26 13:50:00,34.19439724099088,0.6062953624902654,67.92113672482627
2025-07-26 14:50:00,33.588090039345374,0.4210540401195807,69.47029756414146
2025-07-26 15:50:00,31.839684459268813,-4.847111802075083,66.5934426286831
2025-07-26 16:50:00,30.372741828078258,-1.9800113044312382,65.22188172069863
2025-07-26 17:50:00,30.183853809604397,-4.848865132210692,64.71811159459844
2025-07-26 18:50:00,30.865654134892342,-4.325513456949993,63.11193262544891
2025-07-26 19:50:00,31.025008025296977,-4.618663819998117,66.34420752774751
2025-07-26 20:50:00,29.678481402172576,-4.348956568765825,63.382000111580616
2025-07-26 21:50:00,27.235822455156832,-8.653625038006059,62.78562639663567
2025-07-26 22:50:00,25.09507334721558,-10.553314733434231,59.227635756076126
2025-07-26 23:50:00,24.257469211944098,-11.23945043862097,57.51477419131117
2025-07-27 00:50:00,24.34510343326685,-10.047563532814754,60.643702615021056
2025-07-27 01:50:00,23.998529415770783,-12.257784218921572,58.061147344405974
2025-07-27 02:50:00,22.252963320849222,-12.940758944845967,57.655851947537116
2025-07-27 03:50:00,19.518032527931105,-14.481932127724301,53.59223765470157
2025-07-27 04:50:00,17.187260375893032,-15.84002249794545,55.406671018184504
2025-07-27 05:50:00,16.274633294725124,-18.866232446802517,50.722496636120134
2025-07-27 06:50:00,16.443929147031913,-15.58597358553311,51.69338875711635
2025-07-27 07:50:00,16.39553745366121,-18.30359424734143,48.30680374152544
2025-07-27 08:50:00,15.210688660688719,-18.591931486586773,45.36926097157199
2025-07-27 09:50:00,13.293705430334121,-20.15227527418111,50.69569766999532
2025-07-27 10:50:00,11.960344195921516,-23.37493075969034,45.71403921367507
2025-07-27 11:50:00,12.085061038473423,-24.00896198366119,44.710422036202424
2025-07-27 12:50:00,13.172296014683697,-23.32666345540027,48.81437201086068
2025-07-27 13:50:00,13.798903310481101,-20.3740665855374,49.52831992090008
2025-07-27 14:50:00,13.001697239112813,-20.278301406040885,47.48665578835226
2025-07-27 15:50:00,11.230072979624559,-23.016884670816506,44.437095605224336
2025-07-27 16:50:00,9.907424560462115,-22.35094647601692,42.68663201293285
2025-07-27 17:50:00,10.028376158101306,-23.917818689246793,44.5713466628854
2025-07-27 18:50:00,11.18183251049868,-22.85936267364632,49.962493731507436
2025-07-27 19:50:00,11.969227805449798,-24.761501931970074,46.013691326071424
2025-07-27 20:50:00,11.40007430272783,-24.289810788531483,48.64191033206894
2025-07-27 21:50:00,9.875542180341846,-24.759746886826733,43.137440306976124
2025-07-27 22:50:00,8.783687074171173,-24.432094446929007,41.51598499523186
2025-07-27 23:50:00,9.114480945578865,-27.85483036373764,41.85546135011387
2025-07-28 00:50:00,10.477623550827275,-27.212309114819597,43.97376651407602
2025-07-28 01:50:00,11.500302837018491,-22.826663102348128,46.10167367324874
2025-07-28 02:50:00,11.203566706355232,-26.825173537273965,46.34787792481198
2025-07-28 03:50:00,9.98190415784276,-23.502383673401543,42.68906943665109
2025-07-28 04:50:00,9.213947106717445,-24.711112371599988,44.83016811241718
2025-07-28 05:50:00,9.898190686920529,-23.122685432743733,45.37023805474407
2025-07-28 06:50:00,11.682854509943091,-23.183676183339827,49.092641909136006
2025-07-28 07:50:00,13.252890188643047,-21.77646069773922,49.260676208285496
2025-07-28 08:50:00,13.674394558305782,-18.781553511469827,49.24033371115039
2025-07-28 09:50:00,13.337039296361171,-21.90213232847463,47.91014297130776
2025-07-28 10:50:00,13.54258297849371,-23.49675344070901,48.62258747625923
2025-07-28 11:50:00,15.152297540745188,-19.869547329340612,51.01553194244986
2025-07-28 12:50:00,17.658401318194443,-17.617797947077896,51.57708670974652
2025-07-28 13:50:00,19.626624234063414,-14.855383508749245,53.934650322025924
2025-07-28 14:50:00,20.083873543307178,-15.044472214609067,57.25744861700156
2025-07-28 15:50:00,19.47095760641909,-15.837775089656814,53.99907220112992
2025-07-28 16:50:00,19.20408899863354,-16.77289363149956,55.208889152259594
2025-07-28 17:50:00,20.272182059181667,-14.21924387941307,56.75089632171876
2025-07-28 18:50:00,22.25994995664508,-14.095689508712892,60.2903424633196
2025-07-28 19:50:00,23.766180159332315,-14.616448430555634,58.81112230329227
2025-07-28 20:50:00,23.79928935968937,-10.783297353017097,58.52730666597478
2025-07-28 21:50:00,22.76088938970382,-12.413065740391659,58.01012797338735
2025-07-28 22:50:00,22.04098090311099,-13.04695047781058,59.06026355504705
2025-07-28 23:50:00,22.632931020899047,-12.999121561141054,55.490796296403175
2025-07-29 00:50:00,24.151213020591445,-12.663384731331723,56.46300409575513
2025-07-29 01:50:00,25.229077436910917,-12.40650088349531,59.38731590540629
2025-07-29 02:50:00,24.893595510714114,-10.366787490037913,60.42463646476149
2025-07-29 03:50:00,23.549132911029524,-12.30296165153602,59.05089069550621
2025-07-29 04:50:00,22.58321599676252,-14.600042567920037,58.04506973871348
2025-07-29 05:50:00,23.00436392548458,-9.458006346456006,55.77011175107716
2025-07-29 06:50:00,24.471451207959788,-9.914676572990375,59.46230980012673
2025-07-29 07:50:00,25.68055385328786,-7.193810681378805,59.79640927536503
2025-07-29 08:50:00,25.70919610473366,-8.545659239813686,61.39205427972252
2025-07-29 09:50:00,24.958610687992504,-8.610051900830888,58.635457566612764
2025-07-29 10:50:00,24.742080867459748,-9.567367849912193,60.61420411942173
2025-07-29 11:50:00,25.93219853690306,-9.974830537618205,62.52283401496582
2025-07-29 12:50:00,28.03213274613189,-7.310214699820164,64.86965415865608
2025-07-29 13:50:00,29.6180364172199,-4.875522218426899,65.39257290875297
2025-07-29 14:50:00,29.726561742495235,-3.5833036577628063,62.954906427022394
2025-07-29 15:50:00,28.80744372992103,-5.733414546837352,60.97018918632566
2025-07-29 16:50:00,28.2848750442703,-8.415371793127356,61.926140473644985
2025-07-29 17:50:00,29.154688941170704,-8.677966191907643,63.89386813311512
2025-07-29 18:50:00,31.0073568768047,-5.521331840196704,64.39849094724065
2025-07-29 19:50:00,32.4461809927767,-2.0473346150733795,65.26445291142285
2025-07-29 20:50:00,32.48278361543101,-3.7007571141426605,67.77321241667406
2025-07-29 21:50:00,31.520626167275097,-4.525065712410504,65.22192304724248
2025-07-29 22:50:00,30.950174888082984,-3.4601873758539856,68.72878585456523
2025-07-29 23:50:00,31.76386992893837,-4.951837363432827,69.83724036644998
2025-07-30 00:50:00,33.57387601673295,-0.4856827831448861,68.52726174314823
2025-07-30 01:50:00,34.99946543162019,1.9797151633458216,69.92238220605134
2025-07-30 02:50:00,35.07428902536972,-3.259023720896451,71.7901424112653
2025-07-30 03:50:00,34.195293882230295,-0.19478683595669288,67.91908072289299
2025-07-30 04:50:00,33.74266152955471,0.15857806479163228,69.03503823046756
2025-07-30 05:50:00,34.71651878194646,2.2487697393757267,71.33095246318594
2025-07-30 06:50:00,36.766416817516635,1.2988799436175988,69.0436658982223
2025-07-30 07:50:00,38.57830733376059,1.9835495597688706,73.35716771087696
2025-07-30 08:50:00,39.21893107630864,5.406772060550183,71.94301041813388
2025-07-30 09:50:00,39.07822980001474,3.466628619501183,72.65261766581833
2025-07-30 10:50:00,39.457847959374334,5.801570534197786,75.81247285363189
2025-07-30 11:50:00,41.21855625291988,5.101062816174625,76.24630794081993
2025-07-30 12:50:00,43.851689238986694,6.86705669094479,77.49300603889995
2025-07-30 13:50:00,45.92172253712367,10.769910092192013,79.28066745107351
2025-07-30 14:50:00,46.453957852594904,8.994775474896759,79.98695241687015
2025-07-30 15:50:00,45.88727302953228,9.582180168405017,79.23341046509849
2025-07-30 16:50:00,45.635658065466465,11.108021476812048,79.64093557553805
2025-07-30 17:50:00,46.685551724841766,10.11077408967363,81.95540211901762
2025-07-30 18:50:00,48.61898327024299,9.927507665297727,83.89605344166453
2025-07-30 19:50:00,50.03189756031193,15.985107081084998,85.29834946104563
2025-07-30 20:50:00,49.929763850609476,16.162945913655097,84.0394923335945
2025-07-30 21:50:00,48.711199056177,14.928073733912031,83.00339297561209
2025-07-30 22:50:00,47.763221419165696,12.472280627265247,83.92660674235957
2025-07-30 23:50:00,48.076289904852985,14.779237127252042,80.77155460401019
2025-07-31 00:50:00,49.25306235513554,16.079601298541377,82.57402618680256
2025-07-31 01:50:00,49.93326155891913,16.408806097486153,85.16742545960004
2025-07-31 02:50:00,49.142870582247866,13.930829898027389,82.66675786439882
2025-07-31 03:50:00,47.28304194004072,12.256302429385602,82.64350357501351
2025-07-31 04:50:00,45.739688947453615,11.781700389557015,81.53876842823192
2025-07-31 05:50:00,45.520148128234055,11.55483077170268,77.30472403344068
2025-07-31 06:50:00,46.282590292368184,11.174512622898888,82.40000353464495
2025-07-31 07:50:00,46.72290987595437,11.727989379274288,82.2017423712425
2025-07-31 08:50:00,45.91900882662364,10.73154364855633,77.90635806725115
2025-07-31 09:50:00,44.273087314848624,9.063608334928638,82.53441710184926
2025-07-31 10:50:00,43.10000900823711,8.632635625911911,79.81485392218698
2025-07-31 11:50:00,43.274574667061685,7.954414798057698,77.98839743794171
2025-07-31 12:50:00,44.302798095810196,9.088405045305796,82.47709484387352
2025-07-31 13:50:00,44.764311938171424,12.949678292421364,78.67152566127278
2025-07-31 14:50:00,43.69987365328571,8.516210563065629,77.85841168489763
2025-07-31 15:50:00,41.563931090177334,7.575401529888264,79.13518274086721
2025-07-31 16:50:00,39.78597088066253,6.656975625367914,75.13187539746535
2025-07-31 17:50:00,39.36766662395301,4.589427604880401,74.64600920589098
2025-07-31 18:50:00,39.90583373748304,7.2272855137515455,76.57076338978698
2025-07-31 19:50:00,40.01057157417668,6.47991766776743,74.67834892465952
2025-07-31 20:50:00,38.70069544579472,3.589531683589571,75.25610578683019
2025-07-31 21:50:00,36.38719155334525,1.2271054006035942,71.79007222390163
2025-07-31 22:50:00,34.468312914601576,0.2799171541437356,70.77015604526625
2025-07-31 23:50:00,33.93904023624006,0.6829670691371956,68.2371179726097
2025-08-01 00:50:00,34.42505372674953,-0.868689937399636,68.0337006431045
2025-08-01 01:50:00,34.56405209604701,-0.10700844823511269,68.42153261391684
2025-08-01 02:50:00,33.38741691160431,-1.9579664343956615,71.92295043826984
2025-08-01 03:50:00,31.299999805064395,-6.429199882165188,66.91732735415822
2025-08-01 04:50:00,29.689656031774955,-7.091847793135304,64.32591757193296
2025-08-01 05:50:00,29.563869930656292,-6.456270123048127,66.23003205804068
2025-08-01 06:50:00,30.579150454617313,-2.993046886349102,67.47319298582931
2025-08-01 07:50:00,31.427926663110487,-4.407774844704796,65.29986584253214
2025-08-01 08:50:00,31.182859486495584,-4.861268917291923,66.15148485976248
2025-08-01 09:50:00,30.2391818057774,-1.6534707016903722,64.17190331780945
2025-08-01 10:50:00,29.90313407693654,-4.516461477945544,63.79225679516559
2025-08-01 11:50:00,31.03932849701491,-1.036505459199479,64.64063641936744
2025-08-01 12:50:00,33.14213472667093,-3.40500954695829,67.63889964756461
2025-08-01 13:50:00,34.77821340364133,0.8717304397246586,70.69050782202898
2025-08-01 14:50:00,34.97416630555636,1.5035073289523426,69.57469431620385
2025-08-01 15:50:00,34.16926089209597,-0.23703557697770203,69.20220052421686
2025-08-01 16:50:00,33.776950576794384,-2.869234492824542,69.19914933979385
2025-08-01 17:50:00,34.782205666442614,-2.998475379619026,68.0692295563323
2025-08-01 18:50:00,36.76465967210581,0.16661884957217413,72.7230455347665
